sample_id,predicted_price,lower_range,upper_range
75930,16.25,-10.76,43.26
213964,72.59,45.57,99.6
159352,0.18,-26.83,27.2
60030,20.4,-6.62,47.41
160523,55.67,28.65,82.68
214442,22.66,-4.35,49.67
223479,19.13,-7.89,46.14
243997,39.49,12.47,66.5
15048,5.1,-21.91,32.11
121922,23.17,-3.84,50.18
261565,46.05,19.04,73.06
288025,14.05,-12.97,41.06
61642,15.44,-11.57,42.45
143173,18.89,-8.12,45.91
282848,4.92,-22.09,31.94
203885,24.53,-2.48,51.54
220882,31.38,4.37,58.39
264257,38.94,11.92,65.95
243090,8.78,-18.24,35.79
40273,20.74,-6.27,47.75
9722,19.88,-7.13,46.9
92322,30.93,3.91,57.94
215334,5.87,-21.14,32.89
207939,57.25,30.23,84.26
278243,33.17,6.16,60.19
361,15.05,-11.96,42.07
211094,16.57,-10.44,43.58
130636,29.11,2.1,56.13
45049,14.53,-12.49,41.54
226168,30.74,3.72,57.75
23496,12.73,-14.28,39.75
150680,31.66,4.65,58.68
11515,9.03,-17.98,36.04
263258,28.25,1.24,55.27
131978,15.18,-11.83,42.19
108082,23.66,-3.35,50.67
102427,30.42,3.41,57.44
275301,8.56,-18.45,35.57
261101,17.23,-9.78,44.24
140379,11.2,-15.81,38.22
56981,35.2,8.18,62.21
39375,19.11,-7.9,46.13
172926,5.75,-21.26,32.77
103764,2.22,-24.79,29.23
160439,54.8,27.79,81.81
150669,21.08,-5.94,48.09
17594,49.59,22.57,76.6
169110,34.29,7.27,61.3
42570,7.36,-19.65,34.37
28944,20.8,-6.22,47.81
167920,17.93,-9.08,44.94
63408,13.63,-13.39,40.64
178701,18.71,-8.3,45.73
142084,41.61,14.6,68.62
20224,41.29,14.28,68.3
74486,8.46,-18.55,35.48
129864,53.3,26.28,80.31
43033,7.48,-19.54,34.49
112077,60.92,33.91,87.94
202298,8.33,-18.68,35.35
266396,22.31,-4.71,49.32
81925,23.09,-3.93,50.1
18337,37.04,10.03,64.05
41469,23.97,-3.04,50.98
155358,17.43,-9.59,44.44
113310,15.21,-11.81,42.22
99020,14.83,-12.18,41.85
135454,21.76,-5.25,48.77
63307,13.02,-13.99,40.03
229653,64.0,36.98,91.01
68113,5.16,-21.86,32.17
230460,26.45,-0.57,53.46
295911,19.57,-7.44,46.58
63278,26.08,-0.93,53.1
105124,8.8,-18.21,35.81
265162,11.64,-15.37,38.66
153675,14.54,-12.48,41.55
40661,13.36,-13.65,40.37
43234,9.2,-17.81,36.22
271497,20.98,-6.04,47.99
10964,21.17,-5.84,48.18
227009,21.5,-5.51,48.51
129985,16.29,-10.72,43.3
17585,29.29,2.27,56.3
48184,14.65,-12.36,41.67
129828,12.35,-14.66,39.37
245031,26.96,-0.05,53.97
68319,40.35,13.33,67.36
73770,19.84,-7.17,46.85
142658,70.96,43.94,97.97
227515,14.07,-12.94,41.09
202415,-0.77,-27.79,26.24
172434,26.37,-0.64,53.38
254318,105.16,78.15,132.17
264209,15.06,-11.95,42.07
64158,21.34,-5.67,48.36
58179,0.2,-26.81,27.21
295452,6.54,-20.48,33.55
153719,21.43,-5.58,48.44
270615,13.62,-13.39,40.63
19572,48.83,21.82,75.84
79279,39.35,12.34,66.36
272187,13.08,-13.94,40.09
114584,9.02,-18.0,36.03
82170,19.65,-7.37,46.66
29367,21.3,-5.72,48.31
142566,49.91,22.89,76.92
7338,34.58,7.56,61.59
143185,21.96,-5.05,48.97
270563,41.74,14.73,68.75
246913,18.19,-8.83,45.2
140867,9.46,-17.56,36.47
197526,30.12,3.1,57.13
176500,15.99,-11.02,43.0
251998,23.39,-3.63,50.4
21883,12.66,-14.36,39.67
50233,13.5,-13.52,40.51
83296,-9.6,-36.61,17.41
291034,29.31,2.3,56.32
280047,0.64,-26.37,27.65
138888,1.26,-25.75,28.27
24429,31.9,4.89,58.92
135240,10.16,-16.85,37.18
19577,47.39,20.37,74.4
212029,70.85,43.83,97.86
162881,32.63,5.62,59.65
203866,16.13,-10.89,43.14
114937,30.42,3.4,57.43
291622,-0.89,-27.9,26.12
203913,18.67,-8.35,45.68
280112,19.7,-7.32,46.71
120110,22.99,-4.02,50.0
161344,11.2,-15.81,38.22
82308,13.5,-13.51,40.51
68489,25.82,-1.19,52.84
291456,3.72,-23.29,30.73
38898,20.13,-6.88,47.14
269144,31.66,4.65,58.67
176987,25.22,-1.79,52.24
186304,15.36,-11.65,42.37
146697,67.29,40.27,94.3
97979,11.65,-15.37,38.66
8554,7.53,-19.48,34.54
254332,-1.79,-28.81,25.22
10882,10.86,-16.16,37.87
275391,55.47,28.46,82.48
256904,11.45,-15.57,38.46
64109,12.73,-14.29,39.74
39367,37.3,10.29,64.31
239005,24.06,-2.95,51.08
194962,3.66,-23.35,30.67
287295,4.6,-22.41,31.62
198261,47.36,20.34,74.37
291106,4.23,-22.78,31.24
134599,22.32,-4.69,49.33
222278,29.22,2.21,56.23
286541,-10.93,-37.94,16.09
78402,11.9,-15.12,38.91
49831,14.72,-12.29,41.73
53588,28.59,1.58,55.61
119182,12.81,-14.2,39.82
174791,22.51,-4.5,49.53
100105,25.19,-1.83,52.2
31080,26.36,-0.66,53.37
46447,11.97,-15.04,38.98
150155,24.25,-2.76,51.27
13778,9.89,-17.12,36.91
295046,-2.93,-29.94,24.08
132354,19.61,-7.4,46.62
178518,22.57,-4.44,49.59
191159,26.4,-0.61,53.42
81376,15.34,-11.67,42.35
242940,7.01,-20.0,34.03
164992,5.35,-21.67,32.36
149903,64.91,37.9,91.92
76866,5.91,-21.11,32.92
169365,5.43,-21.58,32.45
241606,19.37,-7.65,46.38
238430,37.62,10.6,64.63
109325,24.73,-2.28,51.74
133610,21.78,-5.23,48.79
288429,26.92,-0.09,53.93
193759,8.47,-18.55,35.48
173609,13.48,-13.53,40.5
34948,19.94,-7.07,46.95
99272,9.01,-18.0,36.02
237666,19.45,-7.56,46.46
252330,13.28,-13.73,40.3
229427,16.77,-10.24,43.79
196132,75.48,48.47,102.49
18513,20.03,-6.98,47.04
86160,49.55,22.54,76.56
103433,12.33,-14.68,39.34
44127,2.89,-24.12,29.9
197093,58.6,31.58,85.61
62921,35.37,8.36,62.38
259969,23.64,-3.38,50.65
238923,50.38,23.36,77.39
220520,13.69,-13.32,40.7
270175,9.87,-17.14,36.88
108423,13.42,-13.59,40.43
218081,6.49,-20.53,33.5
275974,8.2,-18.82,35.21
245309,41.33,14.31,68.34
42780,22.08,-4.93,49.09
281799,17.45,-9.56,44.46
67787,7.51,-19.51,34.52
274186,22.21,-4.8,49.23
112444,23.02,-3.99,50.04
13392,9.4,-17.62,36.41
108334,3.67,-23.35,30.68
188773,23.09,-3.92,50.1
66176,20.98,-6.03,48.0
238901,17.33,-9.68,44.34
232054,10.46,-16.55,37.47
84134,35.68,8.66,62.69
160952,48.68,21.67,75.69
1089,22.41,-4.6,49.42
194581,4.09,-22.92,31.11
167066,29.04,2.03,56.06
3326,18.93,-8.08,45.95
70114,14.18,-12.83,41.2
266527,125.4,98.39,152.42
129,12.92,-14.1,39.93
232313,0.03,-26.98,27.04
262150,46.58,19.57,73.59
138076,39.07,12.06,66.08
222454,11.48,-15.54,38.49
62139,3.82,-23.2,30.83
40112,20.37,-6.65,47.38
161555,36.04,9.03,63.05
2708,56.43,29.42,83.44
245435,37.58,10.57,64.6
291330,25.95,-1.07,52.96
224457,27.31,0.3,54.32
192651,9.95,-17.07,36.96
33693,1.53,-25.48,28.54
291183,24.78,-2.24,51.79
280506,14.57,-12.44,41.58
106392,21.91,-5.11,48.92
248772,17.29,-9.72,44.3
69073,41.85,14.84,68.87
280162,10.58,-16.43,37.6
204577,141.07,114.06,168.09
242216,17.12,-9.89,44.13
262142,10.23,-16.79,37.24
39075,7.09,-19.93,34.1
107658,21.12,-5.89,48.13
148226,12.78,-14.23,39.79
53243,35.53,8.52,62.54
28132,19.72,-7.29,46.73
89666,14.49,-12.52,41.51
84218,46.74,19.73,73.76
121113,23.38,-3.63,50.4
30950,10.29,-16.72,37.3
90785,7.25,-19.76,34.27
212290,26.17,-0.85,53.18
137301,24.75,-2.26,51.77
70271,8.66,-18.35,35.67
4904,23.18,-3.83,50.2
3583,77.66,50.65,104.67
191910,30.03,3.01,57.04
286944,28.48,1.47,55.49
188067,21.95,-5.06,48.96
28616,11.37,-15.64,38.38
162320,17.65,-9.36,44.66
43370,30.41,3.4,57.42
272329,1.15,-25.87,28.16
42787,44.14,17.13,71.15
255403,22.03,-4.99,49.04
53561,60.28,33.27,87.29
193154,24.22,-2.8,51.23
143399,18.21,-8.8,45.23
280876,0.1,-26.92,27.11
80654,25.98,-1.03,52.99
17626,20.57,-6.44,47.58
5641,67.0,39.98,94.01
5038,19.77,-7.25,46.78
132044,11.84,-15.17,38.86
212647,39.86,12.85,66.87
221495,0.94,-26.07,27.95
260105,41.66,14.65,68.68
80685,5.53,-21.48,32.55
165636,12.35,-14.66,39.37
58436,20.23,-6.78,47.24
279332,19.48,-7.53,46.5
298322,12.44,-14.57,39.45
80604,10.52,-16.49,37.54
281319,10.64,-16.37,37.65
175167,8.48,-18.53,35.49
158521,20.82,-6.19,47.84
77276,22.25,-4.76,49.26
290065,9.38,-17.63,36.39
215103,12.66,-14.35,39.68
29208,19.11,-7.9,46.12
74116,14.57,-12.44,41.58
86410,19.38,-7.63,46.39
113761,36.66,9.64,63.67
176816,15.36,-11.65,42.37
164302,3.33,-23.68,30.34
152075,40.34,13.33,67.35
156120,27.42,0.41,54.43
54013,22.67,-4.34,49.68
12502,25.69,-1.32,52.71
85297,14.27,-12.74,41.28
210621,30.56,3.55,57.57
47335,13.09,-13.93,40.1
171098,44.55,17.54,71.57
72994,26.4,-0.61,53.41
123005,21.8,-5.21,48.81
90059,38.69,11.67,65.7
23200,4.85,-22.17,31.86
255774,39.53,12.52,66.54
96633,8.16,-18.85,35.18
85538,27.1,0.09,54.11
78768,13.07,-13.94,40.09
99136,19.54,-7.47,46.55
114270,24.85,-2.16,51.86
191231,35.33,8.32,62.34
162816,27.42,0.41,54.43
190440,8.99,-18.02,36.01
202741,2.05,-24.97,29.06
64668,10.63,-16.38,37.64
128384,14.32,-12.69,41.33
43293,34.44,7.42,61.45
158709,28.46,1.44,55.47
113462,8.03,-18.98,35.05
119420,8.59,-18.42,35.61
130695,40.55,13.53,67.56
291578,24.46,-2.55,51.47
12775,16.01,-11.0,43.02
12885,2.56,-24.45,29.57
10276,7.24,-19.77,34.25
77894,16.91,-10.1,43.93
2136,56.19,29.18,83.21
185437,108.64,81.62,135.65
173182,13.67,-13.34,40.68
272553,58.14,31.13,85.15
12180,9.39,-17.63,36.4
112670,9.51,-17.5,36.53
176939,26.22,-0.79,53.23
6552,14.89,-12.12,41.9
111670,53.21,26.19,80.22
267829,13.02,-13.99,40.03
108008,24.99,-2.02,52.0
171107,24.95,-2.06,51.96
133334,20.46,-6.56,47.47
259108,26.58,-0.43,53.6
53992,32.57,5.56,59.58
77116,20.8,-6.21,47.82
31899,15.09,-11.93,42.1
64126,23.0,-4.02,50.01
216766,21.32,-5.69,48.34
209024,28.22,1.2,55.23
287399,3.76,-23.26,30.77
210369,25.39,-1.62,52.4
185511,10.7,-16.31,37.71
275956,29.7,2.68,56.71
214731,-5.92,-32.94,21.09
114984,24.45,-2.56,51.47
152629,23.32,-3.7,50.33
86697,3.65,-23.37,30.66
58056,33.67,6.66,60.69
248233,14.81,-12.21,41.82
24570,30.89,3.88,57.9
251043,2.44,-24.57,29.46
177831,20.51,-6.5,47.53
252030,16.43,-10.58,43.44
1771,63.55,36.54,90.57
11072,15.75,-11.27,42.76
81225,59.77,32.76,86.78
245326,9.75,-17.26,36.76
78357,46.16,19.15,73.17
8105,54.27,27.26,81.29
153104,27.21,0.19,54.22
92361,68.43,41.42,95.45
47198,2.09,-24.92,29.1
273978,16.03,-10.98,43.05
178988,11.66,-15.35,38.67
25878,7.17,-19.84,34.19
167299,30.33,3.32,57.34
17976,45.08,18.07,72.09
3448,30.93,3.92,57.94
152391,66.89,39.88,93.9
258313,9.16,-17.85,36.17
282006,21.55,-5.46,48.56
26698,33.28,6.27,60.29
55971,19.34,-7.67,46.35
200676,9.37,-17.64,36.38
43321,19.23,-7.78,46.25
258491,35.22,8.2,62.23
196033,137.42,110.41,164.44
206106,24.13,-2.88,51.14
217913,17.24,-9.78,44.25
132851,35.16,8.15,62.18
164,6.53,-20.48,33.55
112229,28.08,1.07,55.09
173710,45.87,18.86,72.89
218887,34.96,7.95,61.98
273449,31.74,4.73,58.75
12927,16.97,-10.04,43.99
82012,6.37,-20.64,33.38
123395,16.89,-10.12,43.9
112025,38.82,11.81,65.83
253167,22.23,-4.78,49.25
209316,46.17,19.15,73.18
124033,17.52,-9.49,44.53
160889,1.8,-25.21,28.81
291556,10.25,-16.76,37.26
122312,19.09,-7.93,46.1
149623,25.1,-1.91,52.11
283594,25.54,-1.47,52.56
176962,19.24,-7.77,46.25
181639,16.08,-10.93,43.09
227887,19.49,-7.52,46.51
30689,22.48,-4.53,49.49
284268,-1.15,-28.17,25.86
240898,16.54,-10.47,43.55
278348,13.86,-13.15,40.88
188178,10.13,-16.89,37.14
113004,17.81,-9.2,44.83
234310,22.29,-4.73,49.3
175246,8.96,-18.05,35.98
98530,28.28,1.27,55.29
198740,3.82,-23.19,30.84
246365,21.98,-5.04,48.99
69846,6.81,-20.2,33.82
108975,23.31,-3.7,50.33
152028,56.41,29.4,83.42
273140,24.11,-2.91,51.12
42414,20.77,-6.24,47.78
224297,24.68,-2.34,51.69
74671,5.34,-21.67,32.35
132347,58.37,31.35,85.38
210904,12.02,-14.99,39.03
223919,0.1,-26.92,27.11
258498,10.18,-16.83,37.19
233091,9.83,-17.18,36.84
18364,42.34,15.33,69.35
71131,20.6,-6.41,47.61
38766,54.55,27.53,81.56
110346,17.03,-9.98,44.04
3426,6.72,-20.3,33.73
233359,22.22,-4.8,49.23
222826,12.9,-14.11,39.92
169256,25.07,-1.94,52.08
5193,44.36,17.35,71.37
150028,10.52,-16.5,37.53
10715,54.66,27.64,81.67
104052,9.88,-17.13,36.89
245578,13.31,-13.7,40.33
151044,34.54,7.53,61.56
232795,45.39,18.37,72.4
66121,25.38,-1.63,52.4
256548,29.61,2.6,56.62
130578,38.59,11.58,65.6
57893,12.6,-14.41,39.62
86973,21.76,-5.25,48.78
238050,6.42,-20.59,33.43
265905,63.79,36.77,90.8
195723,56.49,29.48,83.5
64620,-0.46,-27.47,26.56
42267,13.44,-13.58,40.45
81763,7.19,-19.82,34.2
248648,29.71,2.7,56.72
163910,13.53,-13.48,40.54
66369,14.32,-12.69,41.34
52451,27.01,-0.0,54.02
175100,19.62,-7.4,46.63
267652,13.41,-13.6,40.43
99309,5.23,-21.79,32.24
165959,19.29,-7.72,46.3
296527,24.11,-2.9,51.12
98280,13.37,-13.64,40.38
175938,18.17,-8.84,45.18
153169,13.99,-13.03,41.0
72612,11.32,-15.7,38.33
221499,38.54,11.53,65.55
24386,44.36,17.35,71.37
298083,22.22,-4.79,49.23
25768,38.22,11.21,65.23
142646,54.83,27.82,81.84
183254,19.6,-7.41,46.61
264663,147.11,120.09,174.12
90469,18.16,-8.86,45.17
201683,23.69,-3.32,50.7
183198,60.37,33.35,87.38
105301,14.71,-12.3,41.73
202666,37.04,10.02,64.05
81640,46.67,19.65,73.68
73887,31.32,4.3,58.33
60072,11.49,-15.52,38.51
122584,1.71,-25.3,28.73
269922,17.33,-9.68,44.35
68325,12.22,-14.79,39.23
196596,47.95,20.94,74.97
239938,2.96,-24.06,29.97
103737,0.98,-26.04,27.99
209860,24.47,-2.55,51.48
120528,26.43,-0.59,53.44
185658,29.78,2.76,56.79
263161,91.99,64.98,119.01
156455,19.86,-7.15,46.88
30180,19.81,-7.2,46.82
74664,16.52,-10.5,43.53
258104,25.59,-1.43,52.6
194680,24.89,-2.13,51.9
114228,14.1,-12.91,41.11
37336,16.32,-10.69,43.34
262873,16.08,-10.93,43.1
70616,18.7,-8.32,45.71
198925,4.78,-22.24,31.79
73818,22.58,-4.43,49.59
284566,10.02,-16.99,37.03
146082,47.18,20.17,74.19
4518,19.17,-7.84,46.18
266707,10.49,-16.52,37.5
134763,23.05,-3.96,50.06
23866,9.42,-17.59,36.44
253784,20.1,-6.92,47.11
290243,17.4,-9.61,44.42
17178,46.11,19.1,73.12
251095,-4.14,-31.15,22.88
75603,12.31,-14.7,39.32
127772,20.44,-6.58,47.45
73692,15.16,-11.85,42.18
156264,22.67,-4.34,49.68
104043,17.39,-9.63,44.4
22381,39.35,12.34,66.36
172290,14.07,-12.94,41.08
290111,29.13,2.12,56.14
296785,4.02,-22.99,31.04
42878,8.98,-18.03,36.0
272761,17.91,-9.1,44.93
91532,49.49,22.47,76.5
26149,14.42,-12.59,41.43
100097,9.86,-17.15,36.87
58543,14.45,-12.56,41.47
196994,15.37,-11.64,42.39
160915,28.45,1.43,55.46
206102,13.58,-13.43,40.6
64545,32.66,5.65,59.67
295891,11.47,-15.55,38.48
12537,9.33,-17.69,36.34
196891,26.54,-0.47,53.56
22326,9.79,-17.22,36.8
233183,27.68,0.67,54.7
93169,-2.68,-29.69,24.34
117669,34.15,7.14,61.17
148655,43.27,16.26,70.28
6503,17.02,-9.99,44.03
93161,-6.35,-33.36,20.66
97611,33.46,6.45,60.48
26919,2.39,-24.62,29.4
36851,21.82,-5.2,48.83
30600,12.7,-14.31,39.71
228770,9.15,-17.86,36.16
143900,68.82,41.8,95.83
17429,23.34,-3.67,50.36
115654,158.45,131.43,185.46
193530,26.25,-0.76,53.26
163585,19.21,-7.8,46.22
273729,58.12,31.11,85.14
209504,38.52,11.51,65.53
119552,20.55,-6.46,47.56
120877,16.34,-10.68,43.35
23216,23.3,-3.71,50.31
147695,65.3,38.29,92.31
96302,-4.13,-31.14,22.88
55588,12.36,-14.65,39.38
279990,18.54,-8.47,45.56
9687,10.41,-16.61,37.42
156090,46.57,19.55,73.58
124244,16.22,-10.79,43.23
245009,8.45,-18.57,35.46
256248,8.55,-18.47,35.56
197932,33.71,6.7,60.73
243353,42.58,15.56,69.59
143688,47.19,20.18,74.2
238503,6.91,-20.1,33.92
144024,71.68,44.67,98.69
179538,12.23,-14.78,39.24
260555,34.9,7.89,61.92
270829,44.5,17.48,71.51
96179,19.91,-7.11,46.92
203659,29.23,2.21,56.24
250306,-1.28,-28.29,25.74
171916,32.0,4.99,59.01
200315,32.7,5.69,59.71
28078,46.51,19.5,73.52
71701,21.61,-5.4,48.62
215644,30.15,3.14,57.16
83782,21.39,-5.62,48.4
24711,26.26,-0.76,53.27
297951,8.94,-18.07,35.95
90039,16.21,-10.8,43.22
189361,9.34,-17.67,36.35
240679,50.52,23.51,77.54
276007,4.34,-22.67,31.35
12435,12.52,-14.49,39.53
259744,13.34,-13.67,40.35
50213,20.9,-6.12,47.91
168362,4.54,-22.47,31.55
87385,4.63,-22.38,31.64
236975,10.96,-16.06,37.97
137609,15.78,-11.24,42.79
167702,17.75,-9.27,44.76
165960,26.03,-0.99,53.04
237130,17.37,-9.65,44.38
242367,22.31,-4.7,49.33
223881,16.73,-10.28,43.74
266062,14.56,-12.45,41.57
256275,10.13,-16.88,37.15
157078,51.68,24.67,78.7
290584,11.22,-15.79,38.23
173243,17.51,-9.5,44.52
146405,46.88,19.87,73.89
100704,14.58,-12.44,41.59
8750,19.12,-7.9,46.13
284291,4.59,-22.42,31.6
235988,1.24,-25.78,28.25
295513,26.86,-0.15,53.87
166135,41.52,14.51,68.54
82701,20.83,-6.19,47.84
234232,32.26,5.25,59.27
254909,26.03,-0.98,53.04
23517,12.25,-14.76,39.27
112055,66.48,39.47,93.5
188886,16.54,-10.47,43.55
253534,20.25,-6.77,47.26
243218,34.51,7.5,61.52
267428,10.26,-16.75,37.28
220397,24.45,-2.56,51.46
186591,7.24,-19.78,34.25
61948,20.06,-6.95,47.08
269535,15.77,-11.24,42.78
219697,-4.75,-31.76,22.27
129292,23.63,-3.38,50.65
105375,18.11,-8.9,45.13
248938,10.24,-16.78,37.25
191968,12.5,-14.51,39.51
141575,38.24,11.23,65.25
108131,23.1,-3.92,50.11
177383,4.44,-22.57,31.45
245740,11.53,-15.48,38.55
263542,24.44,-2.57,51.46
209579,17.51,-9.5,44.53
180727,18.08,-8.93,45.1
125181,50.43,23.42,77.44
145399,7.35,-19.66,34.36
107784,18.44,-8.57,45.45
170566,14.38,-12.63,41.39
268066,7.28,-19.73,34.29
23069,17.42,-9.59,44.43
61767,40.44,13.43,67.45
224271,10.3,-16.71,37.31
168694,8.28,-18.74,35.29
219633,38.8,11.79,65.81
234600,2.68,-24.33,29.69
4162,6.53,-20.48,33.54
239983,50.14,23.13,77.15
178096,14.45,-12.56,41.46
39792,17.33,-9.68,44.35
262736,25.63,-1.38,52.64
216450,19.34,-7.67,46.36
200547,17.97,-9.04,44.98
160117,-0.61,-27.62,26.4
284681,0.65,-26.36,27.66
218378,12.29,-14.72,39.3
27779,14.59,-12.42,41.6
74340,47.93,20.91,74.94
298313,16.44,-10.57,43.45
281554,39.02,12.0,66.03
255327,21.28,-5.74,48.29
287586,15.94,-11.07,42.95
266447,22.77,-4.24,49.79
184024,29.86,2.84,56.87
181061,4.84,-22.18,31.85
151195,-0.77,-27.78,26.25
219897,23.38,-3.63,50.39
82601,13.9,-13.11,40.91
82325,27.62,0.6,54.63
198423,22.93,-4.08,49.95
86593,1.23,-25.79,28.24
174712,87.48,60.46,114.49
248757,238.78,211.77,265.8
248328,17.72,-9.3,44.73
244578,17.99,-9.03,45.0
168630,10.24,-16.77,37.25
230506,31.26,4.24,58.27
73115,2.11,-24.91,29.12
92089,17.71,-9.3,44.72
253647,14.11,-12.9,41.12
40945,16.28,-10.73,43.29
63262,18.86,-8.15,45.87
229034,10.99,-16.03,38.0
122480,6.88,-20.13,33.89
121325,24.17,-2.84,51.19
34854,17.87,-9.15,44.88
1164,48.11,21.1,75.12
11720,10.79,-16.22,37.81
277552,37.51,10.5,64.53
138033,45.8,18.78,72.81
187196,-2.01,-29.03,25.0
289605,25.94,-1.07,52.96
30709,11.77,-15.25,38.78
54742,13.05,-13.96,40.07
9866,13.53,-13.48,40.55
251369,8.68,-18.34,35.69
70328,37.08,10.07,64.09
103330,24.99,-2.03,52.0
116509,3.92,-23.1,30.93
296587,46.72,19.71,73.73
187052,22.33,-4.68,49.35
91988,25.76,-1.25,52.77
259498,60.99,33.98,88.0
88347,26.99,-0.02,54.01
73484,1.21,-25.8,28.22
164671,18.95,-8.06,45.96
193541,-4.14,-31.15,22.87
90569,17.57,-9.44,44.58
149532,50.53,23.52,77.54
251603,-2.01,-29.02,25.0
24480,24.14,-2.88,51.15
141030,11.93,-15.08,38.94
241836,21.31,-5.71,48.32
156108,11.69,-15.32,38.71
219974,32.1,5.09,59.11
281493,20.54,-6.47,47.56
83093,0.09,-26.92,27.11
94116,3.89,-23.12,30.9
77772,13.82,-13.19,40.83
44202,5.89,-21.12,32.91
54118,13.54,-13.47,40.56
289063,24.33,-2.68,51.35
86710,21.14,-5.87,48.15
197302,9.05,-17.96,36.06
278817,15.65,-11.37,42.66
190181,5.1,-21.92,32.11
80425,52.2,25.18,79.21
205359,6.82,-20.19,33.83
108404,24.75,-2.26,51.76
160489,20.44,-6.57,47.46
260318,55.46,28.45,82.47
62217,27.78,0.76,54.79
12113,8.67,-18.34,35.68
100900,4.99,-22.03,32.0
35101,2.82,-24.2,29.83
33970,41.64,14.62,68.65
225528,29.31,2.3,56.33
80756,17.74,-9.28,44.75
1156,35.95,8.94,62.96
209381,-1.27,-28.29,25.74
222056,42.79,15.78,69.81
288684,8.22,-18.79,35.23
133306,89.49,62.47,116.5
157353,125.43,98.41,152.44
219735,20.41,-6.6,47.42
280777,0.12,-26.89,27.13
137598,26.88,-0.13,53.9
82814,20.01,-7.0,47.02
179782,4.25,-22.76,31.27
68695,29.04,2.03,56.05
119223,24.28,-2.73,51.29
16917,29.51,2.5,56.52
116635,24.51,-2.5,51.53
39026,6.24,-20.77,33.26
290116,22.38,-4.63,49.4
77711,12.55,-14.46,39.56
243857,36.61,9.6,63.63
258529,13.9,-13.11,40.91
237608,24.39,-2.63,51.4
184898,17.19,-9.83,44.2
179356,19.37,-7.64,46.38
25023,26.46,-0.56,53.47
989,16.94,-10.07,43.95
256783,12.76,-14.25,39.78
234795,16.1,-10.91,43.11
18234,54.71,27.7,81.73
215201,29.98,2.97,56.99
16920,34.57,7.55,61.58
223151,16.47,-10.55,43.48
29395,12.42,-14.59,39.44
245366,16.12,-10.9,43.13
131416,50.75,23.74,77.76
3416,20.34,-6.67,47.35
273320,23.71,-3.3,50.72
225601,19.13,-7.88,46.15
274737,-0.89,-27.91,26.12
235360,34.8,7.79,61.82
240786,41.46,14.45,68.48
275266,21.99,-5.02,49.0
201865,4.16,-22.85,31.17
138547,37.22,10.21,64.24
106924,30.67,3.66,57.68
111399,19.72,-7.29,46.73
153639,9.13,-17.88,36.14
247337,10.08,-16.93,37.09
21136,45.53,18.52,72.54
241576,36.6,9.59,63.61
123079,11.42,-15.6,38.43
237998,57.0,29.99,84.01
56047,31.43,4.42,58.44
129009,10.28,-16.73,37.29
150473,13.59,-13.43,40.6
254284,25.6,-1.41,52.62
44277,29.87,2.86,56.88
213802,5.54,-21.47,32.56
282492,-1.82,-28.84,25.19
179370,20.24,-6.77,47.26
70866,9.27,-17.74,36.29
108947,27.94,0.93,54.96
65695,25.21,-1.8,52.22
298511,9.44,-17.58,36.45
3971,60.19,33.17,87.2
288838,17.76,-9.26,44.77
236439,31.56,4.55,58.57
213597,12.13,-14.88,39.14
235248,42.42,15.41,69.43
265354,42.93,15.92,69.94
249545,5.27,-21.74,32.28
124513,24.93,-2.08,51.94
79217,44.89,17.87,71.9
142892,50.29,23.27,77.3
21965,39.73,12.72,66.74
52660,1.51,-25.5,28.52
115133,26.17,-0.85,53.18
81186,22.87,-4.14,49.88
239908,12.54,-14.48,39.55
269121,16.95,-10.07,43.96
10168,14.83,-12.18,41.84
151917,18.99,-8.02,46.01
166513,66.76,39.75,93.78
99088,0.89,-26.12,27.9
175214,14.22,-12.8,41.23
89340,26.73,-0.28,53.74
68980,20.76,-6.25,47.77
178662,16.66,-10.35,43.67
122532,44.45,17.44,71.47
177623,17.29,-9.72,44.31
79811,54.79,27.78,81.81
185393,17.59,-9.42,44.61
141098,31.57,4.55,58.58
251632,18.48,-8.53,45.5
185904,8.33,-18.68,35.34
291808,20.09,-6.92,47.1
31447,11.36,-15.65,38.38
43279,13.72,-13.29,40.73
197706,24.58,-2.44,51.59
250744,25.6,-1.41,52.62
174454,12.62,-14.39,39.63
47541,18.33,-8.69,45.34
242190,30.43,3.42,57.44
244161,16.78,-10.23,43.8
28317,9.39,-17.62,36.41
281853,13.67,-13.35,40.68
223237,25.34,-1.68,52.35
108313,21.15,-5.86,48.16
38307,67.39,40.37,94.4
120192,19.15,-7.87,46.16
297670,14.57,-12.45,41.58
163458,19.34,-7.68,46.35
15161,18.79,-8.23,45.8
93797,7.23,-19.78,34.25
121912,15.9,-11.11,42.92
103156,7.56,-19.45,34.57
148315,42.39,15.38,69.41
263285,30.37,3.35,57.38
39616,3.26,-23.75,30.27
137491,8.07,-18.94,35.08
125374,10.46,-16.55,37.47
239678,-0.56,-27.57,26.46
216036,22.89,-4.13,49.9
6691,40.37,13.36,67.39
213368,8.07,-18.94,35.08
150510,16.27,-10.74,43.28
250191,14.94,-12.07,41.96
43667,19.5,-7.52,46.51
246346,13.7,-13.31,40.71
296439,40.43,13.41,67.44
115349,19.72,-7.3,46.73
290970,31.26,4.24,58.27
166716,-2.11,-29.12,24.91
217974,19.09,-7.93,46.1
176041,10.75,-16.26,37.76
221877,7.78,-19.23,34.8
221159,30.37,3.36,57.38
